Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,SILICON,531738,E,SILICON VALLEY INFOTECH LTD.,SILICON,1,0.01,SILICON
BSE,bse_cm,GENNEX,531739,E,GENNEX LABORATORIES LTD.,GENNEX,1,0.01,GENNEX
BSE,bse_cm,HIRAUTO,531743,E,HIRA AUTOMOBILES LTD.,HIRAUTO,100,0.05,HIRAUTO
BSE,bse_cm,GINISILK,531744,E,GINI SILK MILLS LTD.,GINISILK,1,0.01,GINISILK
BSE,bse_cm,PRAENG,531746,E,PRAJAY ENGINEERS SYNDICATE LTD,PRAENG,1,0.01,PRAENG
BSE,bse_cm,BIOGEN,531752,E,BIOGEN PHARMACHEM INDUSTRIES L,BIOGEN,1,0.01,BIOGEN
BSE,bse_cm,GKCONS,531758,E,G.K.CONSULTANTS LTD.,GKCONS,1,0.01,GKCONS
BSE,bse_cm,APOLLOPIPE,531761,E,APOLLO PIPES LIMITED,APOLLOPIPE,1,0.05,APOLLOPIPE
BSE,bse_cm,UNJHAFOR,531762,E,UNJHA FORMULATIONS LTD.,UNJHAFOR,1,0.01,UNJHAFOR
BSE,bse_cm,POLYMED,531768,E,POLY MEDICURE LTD.,POLYMED,1,0.05,POLYMED
BSE,bse_cm,PFLINFOTC,531769,E,PFL INFOTECH LTD.,PFLINFOTC,1,0.01,PFLINFOTC
BSE,bse_cm,SHRADDHA,531771,E,SHRADDHA PRIME PROJECTS LTD,SHRADDHA,1,0.05,SHRADDHA
BSE,bse_cm,CISTRO,531775,E,CISTRO TELELINK LTD.,CISTRO,1,0.01,CISTRO
BSE,bse_cm,KACHCHH,531778,E,KACHCHH MINERALS LTD.,KACHCHH,1,0.01,KACHCHH
BSE,bse_cm,PADALPO,531779,E,PADMANABH ALLOYS & POLYMERS LT,PADALPO,1,0.01,PADALPO
BSE,bse_cm,KACL,531780,E,KAISER CORPORATION LIMITED,KACL,1,0.01,KACL
BSE,bse_cm,KCLINFRA,531784,E,KCL Infra Projects Limited,KCLINFRA,1,0.01,KCLINFRA
BSE,bse_cm,ATULAUTO,531795,E,ATUL AUTO LTD.,ATULAUTO,1,0.05,ATULAUTO
BSE,bse_cm,SCANPRO,531797,E,SCAN PROJECTS LTD.,SCANPRO,1,0.01,SCANPRO
BSE,bse_cm,PRERINFRA,531802,E,PRERNA INFRABUILD LTD.,PRERINFRA,1,0.01,PRERINFRA
BSE,bse_cm,METALCO,531810,E,METAL COATINGS (INDIA) LTD.,METALCO,1,0.01,METALCO
BSE,bse_cm,SGNTE,531812,E,SGN TELECOMS LTD.,SGNTE,1,0.01,SGNTE
BSE,bse_cm,GANGAPA,531813,E,GANGA PAPERS INDIA LTD.,GANGAPA,1,0.01,GANGAPA
BSE,bse_cm,TIRSARJ,531814,E,TIRUPATI SARJAN LTD.,TIRSARJ,1,0.01,TIRSARJ
BSE,bse_cm,NUWAY,531819,E,NUWAY ORGANIC NATURALS INDIA L,NUWAY,1,0.01,NUWAY
BSE,bse_cm,MUNOTHFI,531821,E,MUNOTH FINANCIAL SERVICES LTD.,MUNOTHFI,1,0.01,MUNOTHFI
BSE,bse_cm,RODIUM,531822,E,RODIUM REALTY LIMITED,RODIUM,1,0.05,RODIUM
BSE,bse_cm,RCCEMEN,531825,E,RCC CEMENTS LTD.,RCCEMEN,1,0.01,RCCEMEN
BSE,bse_cm,NAGTECH,531832,E,NAGARJUNA AGRI TECH LTD.,NAGTECH,1,0.01,NAGTECH
BSE,bse_cm,NATHUEC,531834,E,NATURA HUE CHEM LTD.,NATHUEC,1,0.01,NATHUEC
BSE,bse_cm,IECEDU,531840,E,IEC EDUCATION LTD.,IECEDU,1,0.01,IECEDU
BSE,bse_cm,INDUSFINL,531841,E,Indus Finance Limited,INDUSFINL,1,0.01,INDUSFINL
BSE,bse_cm,LAHOTIOV,531842,E,LAHOTI OVERSEAS LTD.,LAHOTIOV,1,0.01,LAHOTIOV
BSE,bse_cm,ZENITHSTL,531845,E,ZENITH STEEL PIPES AND  INDUST,ZENITHSTL,1,0.01,ZENITHSTL
BSE,bse_cm,TRINITYLEA,531846,E,TRINITY LEAGUE INDIA LTD.,TRINITYLEA,1,0.01,TRINITYLEA
BSE,bse_cm,ASTAR,531847,E,ASIAN STAR CO.LTD.,ASTAR,1,0.05,ASTAR
BSE,bse_cm,ORIRAIL,531859,E,ORIENTAL RAIL INFRASTRUCTURE L,ORIRAIL,1,0.05,ORIRAIL
BSE,bse_cm,JOINDRE,531861,E,JOINDRE CAPITAL SERVICES LTD.,JOINDRE,1,0.01,JOINDRE
BSE,bse_cm,BHARATAGRI,531862,E,BHARAT AGRI FERT & REALTY LTD.,BHARATAGRI,1,0.01,BHARATAGRI
BSE,bse_cm,UNITINT,531867,E,UNITECH INTERNATIONAL LTD.,UNITINT,1,0.01,UNITINT
BSE,bse_cm,SACHEMT,531869,E,SACHETA METALS LTD.,SACHEMT,1,0.01,SACHEMT
BSE,bse_cm,POPULARES,531870,E,POPULAR ESTATE MANAGEMENT LTD.,POPULARES,1,0.01,POPULARES
BSE,bse_cm,ANJANIFIN,531878,E,ANJANI FINANCE LTD.,ANJANIFIN,1,0.01,ANJANIFIN
BSE,bse_cm,SVAINDIA,531885,E,SVA INDIA LTD.,SVAINDIA,100,0.01,SVAINDIA
BSE,bse_cm,TACENT,531887,E,Tacent Projects Limited,TACENT,1,0.01,TACENT
BSE,bse_cm,REXNORD,531888,E,REXNORD ELECTRONICS & CONTROLS,REXNORD,1,0.01,REXNORD
BSE,bse_cm,IIL,531889,E,INTEGRATED INDUSTRIES LIMITED,IIL,1,0.01,IIL
BSE,bse_cm,KHANDSE,531892,E,KHANDWALA SECURITIES LTD.,KHANDSE,1,0.01,KHANDSE
BSE,bse_cm,SAWACA,531893,E,SAWACA ENTERPRISES LIMITED,SAWACA,1,0.01,SAWACA
BSE,bse_cm,CCLINTER,531900,E,CCL INTERNATIONAL LTD.,CCLINTER,1,0.01,CCLINTER
BSE,bse_cm,GALLOPENT,531902,E,GALLOPS ENTERPRISE LTD.,GALLOPENT,1,0.01,GALLOPENT
BSE,bse_cm,CROISSANCE,531909,E,CROISSANCE LIMITED,CROISSANCE,1,0.01,CROISSANCE
BSE,bse_cm,MADHUVEER,531910,E,Madhuveer Com 18 Network Limit,MADHUVEER,1,0.05,MADHUVEER
BSE,bse_cm,GALAGEX,531911,E,GALAXY AGRICO EXPORTS LTD.,GALAGEX,1,0.01,GALAGEX
BSE,bse_cm,GOPAIST,531913,E,GOPAL IRON & STEELS CO.(GUJARA,GOPAIST,1,0.01,GOPAIST
BSE,bse_cm,HINDAPL,531918,E,HINDUSTAN APPLIANCES LTD.,HINDAPL,1,0.01,HINDAPL
BSE,bse_cm,AGARIND,531921,E,AGARWAL INDUSTRIAL CORPORATION,AGARIND,1,0.05,AGARIND
BSE,bse_cm,DHAMPURE,531923,E,DHAMPURE SPECIALITY SUGARS LTD,DHAMPURE,1,0.01,DHAMPURE
BSE,bse_cm,SHAQUAK,531925,E,SHANTANU SHEOREY AQUAKULT LTD.,SHAQUAK,1,0.01,SHAQUAK
BSE,bse_cm,GOLCA,531928,E,GOLDEN CARPETS LTD.,GOLCA,1,0.01,GOLCA
BSE,bse_cm,INNOCORP,531929,E,INNOCORP LTD.,INNOCORP,1,0.01,INNOCORP
BSE,bse_cm,SARTHAKIND,531930,E,SARTHAK INDUSTRIES LTD.,SARTHAKIND,1,0.01,SARTHAKIND
BSE,bse_cm,SAICAPI,531931,E,SAI CAPITAL LTD.,SAICAPI,1,0.05,SAICAPI
BSE,bse_cm,BLUECHIP,531936,E,BLUE CHIP INDIA LTD.,BLUECHIP,1,0.01,BLUECHIP
BSE,bse_cm,LEXORAA,531944,E,LEXORAA INDUSTRIES LIMITED,LEXORAA,1,0.01,LEXORAA
BSE,bse_cm,CHADPAP,531946,E,CHADHA PAPERS LTD.,CHADPAP,1,0.01,CHADPAP
BSE,bse_cm,VERTEX,531950,E,VERTEX SECURITIES LTD.,VERTEX,1,0.01,VERTEX
BSE,bse_cm,RIBATEX,531952,E,RIBA TEXTILES LTD.,RIBATEX,1,0.01,RIBATEX
BSE,bse_cm,NEWINFRA,531959,E,NEWTIME INFRASTRUCTURE LIMITED,NEWINFRA,1,0.01,NEWINFRA
BSE,bse_cm,KASHYAP,531960,E,Kashyap Tele-Medicines Limited,KASHYAP,1,0.01,KASHYAP
BSE,bse_cm,SHREMETAL,531962,E,SHREE METALLOYS LTD.,SHREMETAL,1,0.01,SHREMETAL
BSE,bse_cm,IITLPROJ,531968,E,IITL PROJECTS LIMITED,IITLPROJ,1,0.01,IITLPROJ
BSE,bse_cm,HARIGOV,531971,E,HARI GOVIND INTERNATIONAL LTD.,HARIGOV,100,0.01,HARIGOV
BSE,bse_cm,CHLOGIST,531977,E,CHARTERED LOGISTICS LTD.,CHLOGIST,1,0.01,CHLOGIST
BSE,bse_cm,AMBIKCO,531978,E,AMBIKA COTTON MILLS LTD.,AMBIKCO,1,0.05,AMBIKCO
BSE,bse_cm,HINDALUMI,531979,E,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,1,0.01,HINDALUMI
BSE,bse_cm,SENINFO,531980,E,SENTHIL INFOTEK LTD,SENINFO,1,0.01,SENINFO
BSE,bse_cm,SPECFOOD,531982,E,SPECTRUM FOODS LTD.,SPECFOOD,1,0.01,SPECFOOD
BSE,bse_cm,DECPO,531989,E,DECCAN POLYPACKS LTD.,DECPO,1,0.01,DECPO
BSE,bse_cm,AMRAAGRI,531991,E,AMRAWORLD AGRICO LTD.,AMRAAGRI,1,0.01,AMRAAGRI
BSE,bse_cm,AUTOPINS,531994,E,AUTO PINS (INDIA) LTD.,AUTOPINS,1,0.01,AUTOPINS
BSE,bse_cm,ODYCORP,531996,E,ODYSSEY CORPORATION LTD.,ODYCORP,1,0.01,ODYCORP
BSE,bse_cm,VUENOW,531997,E,VUENOW INFRATECH LIMITED,VUENOW,1,0.05,VUENOW
BSE,bse_cm,INDCTST,532001,E,INDUCTO STEEL LTD.,INDCTST,1,0.01,INDCTST
BSE,bse_cm,SAMINDUS,532005,E,SAM INDUSTRIES LTD.,SAMINDUS,1,0.01,SAMINDUS
BSE,bse_cm,SHVFL,532007,E,SHREEVATSAA FINANCE & LEASING,SHVFL,1,0.01,SHVFL
BSE,bse_cm,POOJAENT,532011,E,VASHU BHAGNANI INDUSTRIES LIMI,POOJAENT,1,0.05,POOJAENT
BSE,bse_cm,GRAVITY,532015,E,GRAVITY (INDIA) LTD.,GRAVITY,1,0.01,GRAVITY
BSE,bse_cm,ESPIRE,532016,E,ESPIRE HOSPITALITY LIMITED,ESPIRE,1,0.05,ESPIRE
BSE,bse_cm,LCCINFOTEC,532019,E,LCC INFOTECH LTD.,LCCINFOTEC,1,0.01,LCCINFOTEC
BSE,bse_cm,FILATFASH,532022,E,FILATEX FASHIONS LTD.,FILATFASH,1,0.01,FILATFASH
BSE,bse_cm,AARCON,532024,E,AARCON FACILITIES LIMITED,AARCON,100,0.01,AARCON
BSE,bse_cm,SINDHUTRAD,532029,E,SINDHU TRADE LINKS LIMITED,SINDHUTRAD,1,0.01,SINDHUTRAD
BSE,bse_cm,UNISTRMU,532035,E,UNISTAR MULTIMEDIA LTD.,UNISTRMU,1,0.01,UNISTRMU
BSE,bse_cm,ZENOTECH,532039,E,ZENOTECH LABORATORIES LTD.,ZENOTECH,1,0.01,ZENOTECH
BSE,bse_cm,HINDBIO,532041,E,HINDUSTAN BIO SCIENCES LTD.,HINDBIO,1,0.01,HINDBIO
BSE,bse_cm,FRONTCORP,532042,E,FRONTLINE CORPORATION LTD.,FRONTCORP,1,0.01,FRONTCORP
BSE,bse_cm,SWELECTES,532051,E,SWELECT ENERGY SYSTEMS LIMITED,SWELECTES,1,0.05,SWELECTES
BSE,bse_cm,WALLFORT,532053,E,WALLFORT FINANCIAL SERVICES LT,WALLFORT,1,0.01,WALLFORT
BSE,bse_cm,KDDL,532054,E,KDDL LTD.,KDDL,1,0.05,KDDL
BSE,bse_cm,ADIEXRE,532056,E,ADINATH EXIM RESOURCES LTD.,ADIEXRE,1,0.01,ADIEXRE
BSE,bse_cm,ABHICAP,532057,E,ABHINAV CAPITAL SERVICES LTD.,ABHICAP,1,0.05,ABHICAP
BSE,bse_cm,3BBLACKBIO,532067,E,3B BlackBio Dx Limited,3BBLACKBIO,1,0.05,3BBLACKBIO
BSE,bse_cm,SUMUKA,532070,E,Sumuka Agro Industries Limited,SUMUKA,1,0.05,SUMUKA
BSE,bse_cm,INTERDIGI,532072,E,INTERWORLD DIGITAL LTD.,INTERDIGI,1,0.01,INTERDIGI
BSE,bse_cm,MONIND,532078,E,MONIND LIMITED,MONIND,1,0.01,MONIND
BSE,bse_cm,SHKALYN,532083,E,SHRI KALYAN HOLDINGS LTD.,SHKALYN,1,0.01,SHKALYN
BSE,bse_cm,VANDANA,532090,E,VANDANA KNITWEAR LTD.,VANDANA,1,0.01,VANDANA
BSE,bse_cm,EPUJA,532092,E,EPUJA SPIRITECH LIMITED,EPUJA,1,0.01,EPUJA
BSE,bse_cm,INDOCITY,532100,E,INDO-CITY INFOTECH LTD.,INDOCITY,1,0.01,INDOCITY
BSE,bse_cm,SBECSUG,532102,E,SBEC SUGAR LTD.,SBECSUG,1,0.01,SBECSUG
BSE,bse_cm,MEGFI,532105,E,MEGA FIN (INDIA) LTD.,MEGFI,100,0.01,MEGFI
BSE,bse_cm,BRIJLEAS,532113,E,BRIJLAXMI LEASING & FINANCE LT,BRIJLEAS,1,0.01,BRIJLEAS
BSE,bse_cm,BSELALGO,532123,E,BSEL ALGO LIMITED,BSELALGO,1,0.01,BSELALGO
BSE,bse_cm,RELIABVEN,532124,E,RELIABLE VENTURES INDIA LTD.,RELIABVEN,1,0.01,RELIABVEN
BSE,bse_cm,TRIUMPIN,532131,E,TRIUMPH INTERNATIONAL FINANCE,TRIUMPIN,1,0.01,TRIUMPIN
BSE,bse_cm,BANKBARODA,532134,E,BANK OF BARODA,BANKBARODA,1,0.05,BANKBARODA
BSE,bse_cm,SMCREDT,532138,E,SMC CREDITS LTD.,SMCREDT,1,0.01,SMCREDT
BSE,bse_cm,GTEIT,532139,E,G-TECH INFO-TRAINING LTD.,GTEIT,1,0.01,GTEIT
BSE,bse_cm,MOHITE,532140,E,MOHITE INDUSTRIES LIMITED,MOHITE,1,0.01,MOHITE
BSE,bse_cm,ACL,532141,E,ANDHRA CEMENTS LTD.,ACL,1,0.01,ACL
BSE,bse_cm,SKMEGGPROD,532143,E,SKM EGG PRODUCTS EXPORT (INDIA,SKMEGGPROD,1,0.05,SKMEGGPROD
BSE,bse_cm,WELCORP,532144,E,WELSPUN CORP LIMITED,WELCORP,1,0.05,WELCORP
BSE,bse_cm,HOTLSILV,532145,E,H.S.INDIA LTD.,HOTLSILV,1,0.01,HOTLSILV
BSE,bse_cm,BANKINDIA,532149,E,BANK OF INDIA,BANKINDIA,1,0.05,BANKINDIA
BSE,bse_cm,INDRAMEDCO,532150,E,INDRAPRASTHA MEDICAL CORP.LTD.,INDRAMEDCO,1,0.05,INDRAMEDCO
BSE,bse_cm,JOHNPHARMA,532154,E,JOHNSON PHARMACARE LIMITED,JOHNPHARMA,1,0.01,JOHNPHARMA
BSE,bse_cm,GAIL,532155,E,GAIL (INDIA) LTD.,GAIL,1,0.05,GAIL
BSE,bse_cm,VAIBHAVGBL,532156,E,VAIBHAV GLOBAL LTD,VAIBHAVGBL,1,0.05,VAIBHAVGBL
BSE,bse_cm,TRESCON,532159,E,TRESCON LIMITED,TRESCON,1,0.01,TRESCON
BSE,bse_cm,GUJSTATFIN,532160,E,GUJARAT STATE FINANCIAL CORPOR,GUJSTATFIN,1,0.01,GUJSTATFIN
BSE,bse_cm,JKPAPER,532162,E,JK PAPER LTD.,JKPAPER,1,0.05,JKPAPER
BSE,bse_cm,SAREGAMA,532163,E,SAREGAMA INDIA LTD.,SAREGAMA,1,0.05,SAREGAMA
BSE,bse_cm,MINOLTAF,532164,E,MINOLTA FINANCE LTD.,MINOLTAF,1,0.01,MINOLTAF
BSE,bse_cm,OMKARPH,532167,E,OMKAR PHARMACHEM LTD.,OMKARPH,1,0.01,OMKARPH
BSE,bse_cm,ADROITINFO,532172,E,Adroit Infotech Limited,ADROITINFO,1,0.01,ADROITINFO
BSE,bse_cm,CYBERTECH,532173,E,CYBERTECH SYSTEMS AND SOFTWARE,CYBERTECH,1,0.05,CYBERTECH
BSE,bse_cm,ICICIBANK,532174,E,ICICI BANK LTD.,ICICIBANK,1,0.05,ICICIBANK
BSE,bse_cm,CYIENT,532175,E,CYIENT LIMITED,CYIENT,1,0.05,CYIENT
BSE,bse_cm,ENGINERSIN,532178,E,ENGINEERS INDIA LTD.,ENGINERSIN,1,0.05,ENGINERSIN
BSE,bse_cm,DHANBANK,532180,E,DHANLAXMI BANK LIMITED,DHANBANK,1,0.01,DHANBANK
BSE,bse_cm,GMDCLTD,532181,E,GUJARAT MINERAL DEVELOPMENT CO,GMDCLTD,1,0.05,GMDCLTD
BSE,bse_cm,GAYATRI,532183,E,GAYATRI SUGARS LTD.,GAYATRI,1,0.01,GAYATRI
BSE,bse_cm,INDUSINDBK,532187,E,INDUSIND BANK LTD.,INDUSINDBK,1,0.05,INDUSINDBK
BSE,bse_cm,ITDC,532189,E,INDIA TOURISM DEVELOPMENT CORP,ITDC,1,0.05,ITDC
BSE,bse_cm,J&KBANK,532209,E,JAMMU & KASHMIR BANK LTD.,J&KBANK,1,0.01,J&KBANK
BSE,bse_cm,CUB,532210,E,CITY UNION BANK LTD.,CUB,1,0.05,CUB
BSE,bse_cm,ARCHIES,532212,E,ARCHIES LTD.,ARCHIES,1,0.01,ARCHIES
BSE,bse_cm,AXISBANK,532215,E,AXIS BANK LTD.,AXISBANK,1,0.05,AXISBANK
BSE,bse_cm,HBSL,532216,E,HB STOCKHOLDINGS LTD.,HBSL,1,0.01,HBSL
BSE,bse_cm,SIELFNS,532217,E,SIEL FINANCIAL SERVICES LTD.,SIELFNS,1,0.01,SIELFNS
BSE,bse_cm,SOUTHBANK,532218,E,SOUTH INDIAN BANK LTD.,SOUTHBANK,1,0.01,SOUTHBANK
BSE,bse_cm,ENERGYDEV,532219,E,ENERGY DEVELOPMENT COMPANY LTD,ENERGYDEV,1,0.01,ENERGYDEV
BSE,bse_cm,SONATSOFTW,532221,E,SONATA SOFTWARE LTD.,SONATSOFTW,1,0.05,SONATSOFTW
BSE,bse_cm,BENGALT,532230,E,BENGAL TEA & FABRICS LTD.,BENGALT,1,0.05,BENGALT
BSE,bse_cm,NATIONALUM,532234,E,NATIONAL ALUMINIUM CO.LTD.,NATIONALUM,1,0.05,NATIONALUM
BSE,bse_cm,INDNIPPON,532240,E,INDIA NIPPON ELECTRICALS LTD.,INDNIPPON,1,0.05,INDNIPPON
BSE,bse_cm,NSIL,532256,E,NALWA SONS INVESTMENTS LTD.,NSIL,1,0.05,NSIL
BSE,bse_cm,APARINDS,532259,E,APAR INDUSTRIES LTD.,APARINDS,1,0.05,APARINDS
BSE,bse_cm,TCIIND,532262,E,TCI INDUSTRIES LTD.,TCIIND,1,0.05,TCIIND
BSE,bse_cm,ACCELYA,532268,E,ACCELYA SOLUTIONS INDIA LIMITE,ACCELYA,1,0.05,ACCELYA
BSE,bse_cm,ORCHASP,532271,E,ORCHASP LIMITED,ORCHASP,1,0.01,ORCHASP
BSE,bse_cm,LANDMARC,532275,E,LANDMARC LEISURE CORPORATION L,LANDMARC,1,0.01,LANDMARC
BSE,bse_cm,HCLTECH,532281,E,HCL TECHNOLOGIES LTD.,HCLTECH,1,0.05,HCLTECH
BSE,bse_cm,TCFCFINQ,532284,E,TCFC FINANCE LTD.,TCFCFINQ,1,0.01,TCFCFINQ
BSE,bse_cm,GEOJITFSL,532285,E,Geojit Financial Services Limi,GEOJITFSL,1,0.01,GEOJITFSL
BSE,bse_cm,JINDALSTEL,532286,E,JINDAL STEEL & POWER LTD.,JINDALSTEL,1,0.05,JINDALSTEL
BSE,bse_cm,BLBLIMITED,532290,E,BLB LTD.,BLBLIMITED,1,0.01,BLBLIMITED
BSE,bse_cm,GLENMARK,532296,E,GLENMARK PHARMACEUTICALS LTD.,GLENMARK,1,0.05,GLENMARK
BSE,bse_cm,WOCKPHARMA,532300,E,WOCKHARDT LTD.,WOCKPHARMA,1,0.05,WOCKPHARMA
BSE,bse_cm,INTEGHIT,532303,E,INTEGRATED HITECH LTD.,INTEGHIT,1,0.01,INTEGHIT
BSE,bse_cm,KJMCCORP,532304,E,KJMC CORPORATE ADVISORS (INDIA,KJMCCORP,1,0.01,KJMCCORP
BSE,bse_cm,INDSWFTLAB,532305,E,IND-SWIFT LABORATORIES LTD.,INDSWFTLAB,1,0.01,INDSWFTLAB
BSE,bse_cm,GEPIL,532309,E,GE Power India Ltd,GEPIL,1,0.05,GEPIL
BSE,bse_cm,SHREERAMA,532310,E,SHREE RAMA MULTI-TECH LTD.,SHREERAMA,1,0.01,SHREERAMA
BSE,bse_cm,MAHLIFE,532313,E,MAHINDRA LIFESPACE DEVELOPERS,MAHLIFE,1,0.05,MAHLIFE
BSE,bse_cm,GROARC,532315,E,GROARC INDUSTRIES INDIA LIMITE,GROARC,1,0.01,GROARC
BSE,bse_cm,VAARAD,532320,E,VAARAD VENTURES LTD,VAARAD,1,0.01,VAARAD
BSE,bse_cm,ZYDUSLIFE,532321,E,Zydus Lifesciences Limited,ZYDUSLIFE,1,0.05,ZYDUSLIFE
BSE,bse_cm,SHIVACEM,532323,E,SHIVA CEMENT LTD.,SHIVACEM,1,0.01,SHIVACEM
BSE,bse_cm,CINEVISTA,532324,E,CINEVISTA LTD.,CINEVISTA,1,0.01,CINEVISTA
BSE,bse_cm,INTENTECH,532326,E,INTENSE TECHNOLOGIES LTD.,INTENTECH,1,0.01,INTENTECH
BSE,bse_cm,DANLAW,532329,E,DANLAW TECHNOLOGIES INDIA LTD.,DANLAW,1,0.05,DANLAW
BSE,bse_cm,AJANTPHARM,532331,E,AJANTA PHARMA LTD.,AJANTPHARM,1,0.05,AJANTPHARM
BSE,bse_cm,CURAA,532332,E,CURA TECHNOLOGIES LTD.,CURAA,1,0.01,CURAA
BSE,bse_cm,HBPOR,532333,E,HB PORTFOLIO LTD.,HBPOR,1,0.01,HBPOR
BSE,bse_cm,HBESD,532334,E,HB ESTATE DEVELOPERS LTD.,HBESD,1,0.01,HBESD
BSE,bse_cm,AMBICAAGAR,532335,E,AMBICA AGARBATHIES & AROMA IND,AMBICAAGAR,1,0.01,AMBICAAGAR
BSE,bse_cm,BARONINF,532336,E,BARON INFOTECH LTD.,BARONINF,1,0.01,BARONINF
BSE,bse_cm,COMPUSOFT,532339,E,COMPUCOM SOFTWARE LTD.,COMPUSOFT,1,0.01,COMPUSOFT
BSE,bse_cm,OMNIAX,532340,E,OMNI AXS SOFTWARE LTD.,OMNIAX,1,0.01,OMNIAX
BSE,bse_cm,IZMO,532341,E,IZMO Limited,IZMO,1,0.05,IZMO
BSE,bse_cm,TVSMOTOR,532343,E,TVS MOTOR COMPANY LTD.,TVSMOTOR,1,0.05,TVSMOTOR
BSE,bse_cm,SOFTSOL,532344,E,SOFTSOL INDIA LTD.,SOFTSOL,1,0.05,SOFTSOL
BSE,bse_cm,ACLGATI,532345,E,ALLCARGO GATI LIMITED,ACLGATI,1,0.01,ACLGATI
BSE,bse_cm,SUBEXLTD,532348,E,SUBEX LTD.,SUBEXLTD,1,0.01,SUBEXLTD
BSE,bse_cm,TCI,532349,E,TRANSPORT CORPORATION OF INDIA,TCI,1,0.05,TCI
BSE,bse_cm,PADMALAYAT,532350,E,PADMALAYA TELEFILMS LTD.,PADMALAYAT,1,0.01,PADMALAYAT
BSE,bse_cm,AKSHOPTFBR,532351,E,AKSH OPTIFIBRE LTD.,AKSHOPTFBR,1,0.01,AKSHOPTFBR
BSE,bse_cm,VIRGOGLOB,532354,E,Virgo Global Limited,VIRGOGLOB,1,0.01,VIRGOGLOB
BSE,bse_cm,PICTUREHS,532355,E,PICTUREHOUSE MEDIA LTD.,PICTUREHS,1,0.01,PICTUREHS
BSE,bse_cm,TRIVENI,532356,E,TRIVENI ENGINEERING & INDUSTRI,TRIVENI,1,0.05,TRIVENI
BSE,bse_cm,MUKTAARTS,532357,E,MUKTA ARTS LTD.,MUKTAARTS,1,0.01,MUKTAARTS
BSE,bse_cm,HITKITGLO,532359,E,HIT KIT GLOBAL SOLUTIONS LTD.,HITKITGLO,1,0.01,HITKITGLO
BSE,bse_cm,NAGPI,532362,E,NAGPUR POWER & INDUSTRIES LTD.,NAGPI,1,0.05,NAGPI
BSE,bse_cm,DSSL,532365,E,DYNACONS SYSTEMS & SOLUTIONS L,DSSL,1,0.05,DSSL
BSE,bse_cm,PNBGILTS,532366,E,PNB GILTS LTD.,PNBGILTS,1,0.01,PNBGILTS
BSE,bse_cm,RAMCOIND,532369,E,RAMCO INDUSTRIES LTD.,RAMCOIND,1,0.05,RAMCOIND
BSE,bse_cm,RAMCOSYS,532370,E,RAMCO SYSTEMS LTD.,RAMCOSYS,1,0.05,RAMCOSYS
BSE,bse_cm,TTML,532371,E,TATA TELESERVICES (MAHARASHTRA,TTML,1,0.01,TTML
BSE,bse_cm,VIRINCHI,532372,E,Virinchi Limited,VIRINCHI,1,0.01,VIRINCHI
BSE,bse_cm,WEPSOLN,532373,E,WEP SOLUTIONS LTD.,WEPSOLN,1,0.01,WEPSOLN
BSE,bse_cm,STLTECH,532374,E,STERLITE TECHNOLOGIES LTD.,STLTECH,1,0.01,STLTECH
BSE,bse_cm,TIPSMUSIC,532375,E,TIPS MUSIC LIMITED,TIPSMUSIC,1,0.05,TIPSMUSIC
BSE,bse_cm,MRO-TEK,532376,E,MRO-TEK Realty Limited,MRO-TEK,1,0.01,MRO-TEK
BSE,bse_cm,UNIVARTS,532378,E,UNIVERSAL ARTS LTD.,UNIVARTS,1,0.01,UNIVARTS
BSE,bse_cm,FIRSTFIN,532379,E,FIRST FINTEC LIMITED,FIRSTFIN,1,0.01,FIRSTFIN
BSE,bse_cm,BABA,532380,E,BABA ARTS LTD.,BABA,1,0.01,BABA
BSE,bse_cm,BALAJITELE,532382,E,BALAJI TELEFILMS LTD.,BALAJITELE,1,0.01,BALAJITELE
BSE,bse_cm,TYCHE,532384,E,TYCHE INDUSTRIES LTD.,TYCHE,1,0.05,TYCHE
BSE,bse_cm,CALSOFT,532386,E,CALIFORNIA SOFTWARE CO.LTD.,CALSOFT,1,0.01,CALSOFT
BSE,bse_cm,PNC,532387,E,PRITISH NANDY COMMUNICATIONS L,PNC,1,0.01,PNC
BSE,bse_cm,IOB,532388,E,INDIAN OVERSEAS BANK,IOB,1,0.01,IOB
BSE,bse_cm,TAJGVK,532390,E,TAJGVK HOTELS & RESORTS LTD.,TAJGVK,1,0.05,TAJGVK
BSE,bse_cm,CREATIVEYE,532392,E,CREATIVE EYE LTD.,CREATIVEYE,1,0.01,CREATIVEYE
BSE,bse_cm,AXISCADES,532395,E,AXISCADES TECHNOLOGIES LIMITED,AXISCADES,1,0.05,AXISCADES
BSE,bse_cm,KONNDOR,532397,E,KONNDOR INDUSTRIES LIMITED,KONNDOR,1,0.01,KONNDOR
BSE,bse_cm,UMESLTD,532398,E,USHA MARTIN EDUCATION & SOLUTI,UMESLTD,1,0.01,UMESLTD
BSE,bse_cm,BSOFT,532400,E,BIRLASOFT LIMITED,BSOFT,1,0.05,BSOFT
BSE,bse_cm,USGTECH,532402,E,USG TECH SOLUTIONS LTD.,USGTECH,1,0.01,USGTECH
